replicate,mean_brier_amp_minus_phase
1189,0.0036137578461904346
1190,0.00897040294804266
1191,0.006298656651307097
1192,0.004855775362336935
1193,0.007033567553594293
1194,0.003915376531041187
1195,0.006007542788077071
1196,0.004081592288720112
1197,0.006616764046684757
1198,0.006582541779457551
1199,0.0060880658754078045
1200,0.006219373665546253
1201,0.007127151915575015
1202,0.0053210317660582415
1203,0.008204188858811754
1204,0.009596488982181095
1205,0.006394625023268874
1206,0.006708547737478886
1207,0.005095983570082312
1208,0.005049367753613104
1209,0.006549635629762296
1210,0.0068512411991308005
1211,0.005688579080608434
1212,0.00501869195144639
1213,0.003942103269246168
1214,0.006795667941435487
1215,0.00632988645601309
1216,0.007100622985059019
1217,0.0053002951414360035
1218,0.006067233867342767
1219,0.007265940413536294
1220,0.005979073561850688
1221,0.006054895248955039
1222,0.0065544311009919625
1223,0.005346081367319201
